序号,新闻内容
614,7月16日，由教师发展中心主办、信通学院承办的“创新创业工坊”活动在清水河校区举行，邀请芯原微电子（成都）有限公司SoC部门总监廖文兵作题为“数字芯片研发和当前行业热点”的主题报告。
615,7月16日，经管学院iMBA举行第十九届毕业典礼暨学位授予仪式，学院和国际处负责人，美方代表Richard Foristel、张杰伟等参加典礼。
616,7月11日-15日，计算机（网安）学院国家“珠峰计划”拔尖人才实验班学生代表赴四川大学参加四川大学计算机学院2023年基础学科“成长伙伴”暑期学校。本次活动由四川大学计算机学院主办、电子科技大学计算机（网安）学院和重庆大学计算机学院协办。
617,7月4日，马克思主义学院党委深入学习习近平总书记在中央政治局第六次集体学习时的重要讲话精神以及关于新时代新征程理论创新的最新指示，并就学院的理论研究工作等进行了部署安排。
618,7月4日，空天学院召开中心组学习（扩大）会议，邀请学校党委副书记、纪委书记彭岚作“持续强化纪律规矩意识，营造风清气正的干事创业氛围”专题报告。学院领导班子成员、党委委员、系主任、研究中心主任、机关科室负责人参加会议。
619,7月4日，学校工会委员会、教代会执委会2023年第三次会议在清水河校区召开。会议审议人力资源部关于《电子科技大学教研系列教师岗位管理办法》等两个文件，审议通过校工会关于《电子科技大学教职工代表大会实施细则》等四个文件。副校长胡俊出席会议并致辞，学校工会委员、教代会执委、人力资源部、校工会等相关部门负责人参会。
620,7月4日，电子学院、生命学院、体育部、格拉斯哥学院分别召开党委（总支）会（扩大）会议，围绕意识形态工作、师德师风建设等进行了专题研讨，体育部党总支还学习了习近平总书记关于“千万工程”和“浦江经验”两个重要批示精神等内容，各单位党委（总支）书记主持会议，党委（总支）委员参加会议。
621,7月4日，生命学院党委、深圳高研院党委分别召开学习贯彻习近平新时代中国特色社会主义思想主题教育读书班集中研讨暨党委理论学习中心组学习会。生命学院党委书记李文远、深圳高研院执行院长汤志伟领学习近平总书记在文化传承发展座谈会上的重要讲话精神，深圳高研院还学习了《健全全面从严治党体系，推动新时代党的建设新的伟大工程向纵深发展》。生命学院副院长罗程围绕“推进一流学科建设，加快学院高质量发展”作发言，与会人员结合工作实际进行了深入交流。
622,7月3日，数学学院党委召开2023年先进党支部和优秀共产党员表彰大会暨学习贯彻习近平新时代中国特色社会主义思想主题教育专题辅导报告会，表彰学院2023年先进党支部、优秀教工党员、优秀学生党员，邀请马克思主义学院党委书记徐守仁作题为“开辟马克思主义中国化时代化新境界”的辅导报告。
623,6月30日-7月1日，光电学院党委深入学习贯彻习近平新时代中国特色社会主义思想主题教育，组织师生党员赴八路军西安办事处纪念馆、西安事变纪念馆开展实地研学。
624,7月4日，电子科技大学-江苏华昌化工股份有限公司研究生联合培养基地签约暨揭牌仪式在清水河校区举行。研究生院院长赵志钦、华昌化工董事长胡波共同为研究生联合培养基地揭牌，并与自动化学院围绕产教融合、协同育人等进行了深入交流。
625,7月4日，福州团市委副书记上官浩龙一行到校团委调研，双方就社会实践、志愿服务、青年科创等进行了深入交流。
626,7月3日，数学学院举行荣联科技集团-电子科技大学数学科学学院2022级极道班开班典礼，荣联科技集团股份有限公司董事长、创始人王东辉，学院领导、教师代表、极道班学生代表参加典礼。
627,7月3日，科研院党支部、学报编辑部党支部分别召开党员大会，选举产生新一届支委会委员。会后召开了新一届支部委员会第一次会议，讨论明确了党支部委员分工。
628,7月3日，由教师发展中心主办、信通学院承办的“学术沙龙”在清水河校区举行，邀请上海交通大学黄晓霖副教授作了题为“利用低维动态空间的深度神经网络训练加速与扩展性提升”的学术讲座。
629,7月2日，格拉斯哥海南学院召开2022级年级大会暨安全教育大会，学院党委副书记王迎化、年级辅导员围绕学业科创发展、综合素质提升、职业生涯规划、暑期安全教育等与同学们进行了深入交流。
630,6月30日，研究生院召开2022级校级联合培养基地研究生专业实践行前动员会，围绕专业实践意义、联合培养要求、实践安全和保密教育等方面开展专题培训。研究生院、保密办、相关学院研究生、导师代表等参会。
631,7月2日，中国技术经济学会2023年分支机构负责人座谈会在成都举行，围绕科技成果产业化路径、重大项目科技服务、技术经济科研人才培养等研究和服务工作进行了深入研讨。校党委副书记申小蓉出席会议并致辞。本次会议由中国技术经济学会主办，中国技术经济学会装备质量分会等单位承办，我校天府协同创新中心、经管学院等协办。
632,7月1日，电子科大在京人员临时党支部开展“铭记奋斗历程，担当历史使命”主题党日活动，组织14名党员代表参观中国共产党历史展览馆，重温入党誓词、砥砺初心使命。
633,7月2日，数学学院召开2023年暑期社会实践行前动员会，开展安全教育专题培训，并引导学生在实践中受教育、长才干、作贡献。学院相关负责人、辅导员以及6支社会实践队全体成员参加会议。
634,6月30日，由教育部发展规划司指导，电子科技大学作为组长高校牵头，重庆大学主办的“高校消费帮扶联盟”2022年度总结暨组长高校换届大会在重庆召开。会上，校工会常务副主席、学校定点帮扶办主任、联盟秘书长杨恩华代表联盟作了2022年度工作总结和2023年度工作计划报告，人力资源部副部长、定点帮扶办副主任杨韵冬作了主题发言。会后举办了帮扶县农特产品进校园展销活动，31家企业参展。
635,6月30日，在喜迎中国共产党102周年华诞之际，四川省委书记王晓晖为电子科大师生讲授主题教育专题党课，强调要持续在学懂弄通做实习近平新时代中国特色社会主义思想上下功夫，坚持读原著、学原文、悟原理，进一步从中悟规律、明方向、学方法、增智慧，切实做到学思用贯通、知信行统一。校党委书记王亚非主持。主题教育中央第十二指导组组长廉毅敏、副组长陈擎苍，省领导于立军、陈炜、郑莉，省直有关部门负责同志，学校领导班子成员和师生代表等参加。王晓晖还亲切看望慰问了党员代表陈杰美、张小松，并为陈杰美颁发“光荣在党50年”纪念章。
636,6月30日，学校在清水河校区隆重举行“两优一先”表彰大会，表彰2021-2023年度学校先进基层党组织、优秀共产党员和优秀党务工作者，并为“光荣在党50年”老党员代表颁发纪念章。教育部直属高校党建工作联络员彭新实，“光荣在党50年”老党员代表，校领导，近期退出班子的领导同志，校党委委员、纪委委员，党员领导干部、党员师生、党支部书记、组织员、新党员代表，受表彰的集体和个人参加会议。校党委副书记靳敏主持会议。
